Business Name,State,City,Category,Campaign ID,Website,Facebook Page,Messenger URL,Email,Contact Method,First Contact Date,Contact Name,Phone Number,DeerCamp Fit Score,Outreach Status,Last Follow-Up Date,Next Follow-Up Date,Response Notes,Interested Status,Partnership Potential,Referred Camps,Follow-Up Needed,Source,Priority Tier,Last Contacted By,Relationship Warmth,Notes from Processor,Seasonality,Potential Founding Partner,Preferred Outreach Channel,Region,Tags,Date Added,Processor Size,Active Hunting Social Presence,Messenger URL Auto,Discovery Source,Normalized Name,RuleA_Key,Dedupe Key,Duplicate Count,Partner Display Name,Partner Type,Poster Business Name,Poster Partner Type,Poster Campaign ID,Campaign URL,QR Code File,Poster File Name,Facebook JPG File Name,Campaign Source,Campaign Medium,Campaign Name,Campaign Content,Campaign Term,Short Link Slug,Attribution URL,Contact Role,Contact Confidence,Website Source URL,Facebook Source URL,Email Source URL,Phone Source URL,Verified Date,Enrichment Status,Enrichment Notes,Data Quality Flag
Fortney Underground Theater & Pub,WI,Viroqua,Tavern / Supper Club,WI-TAVERN-011,https://www.hotelfortney.com/,https://www.facebook.com/thehistoricfortney/,https://m.me/thehistoricfortney,info@hotelfortney.com,Poster / QR Outreach,,,(608) 638-3100,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR Driftless/coulee deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR Driftless/coulee deer harvest corridor | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Email,WI,"Tavern / Supper Club,WI,WI-TAVERN-015,Deer Hunting Counties,QR Poster",6/4/2026,,,https://m.me/thehistoricfortney,Tavern/Supper Club Top 30 per State research workbook,fortney underground theater pub,name::fortney underground theater pub,fortney underground theater pub | viroqua | wi,1.0,Fortney Underground Theater & Pub,TAVERN PARTNER,Fortney Underground Theater & Pub,TAVERN PARTNER,WI-TAVERN-011,https://www.ourdeercamp.com/r/wi-tavern-011,WI-TAVERN-011-fortney-underground-theater-and-pub-qr.png,WI-TAVERN-011-fortney-underground-theater-and-pub-poster.pdf,WI-TAVERN-011-fortney-underground-theater-and-pub-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-011,fortney-underground-theater-and-pub,wi-tavern-011,https://www.ourdeercamp.com/r/wi-tavern-011,Hotel/Venue general contact,Medium,https://www.hotelfortney.com/events-1,https://www.facebook.com/thehistoricfortney/,https://www.hotelfortney.com/events-1,https://www.hotelfortney.com/events-1,2026-06-04,Enriched,Fortney venue/hotel contact found; verify whether Underground Theater & Pub uses same contact before outreach.,Likely Match
Hillsboro Brewing Company,WI,Hillsboro,Tavern / Supper Club,WI-TAVERN-012,https://www.hillsborobrewingcompany.com/,https://www.facebook.com/HillsboroBrewingCompany,https://m.me/HillsboroBrewingCompany,hbcinfo1914@gmail.com,Poster / QR Outreach,,Snapper & Kim Verbsky,(608) 489-7486,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR Driftless/coulee deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR Driftless/coulee deer harvest corridor | Fit Reason: local bar/tavern format; regional brewpub with group-visit potential; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Email,WI,"Tavern / Supper Club,WI,WI-TAVERN-010,Deer Hunting Counties,QR Poster",6/4/2026,,,https://m.me/HillsboroBrewingCompany,Tavern/Supper Club Top 30 per State research workbook,hillsboro brewing company,name::hillsboro brewing company,hillsboro brewing company | hillsboro | wi,1.0,Hillsboro Brewing Company,TAVERN PARTNER,Hillsboro Brewing Company,TAVERN PARTNER,WI-TAVERN-012,https://www.ourdeercamp.com/r/wi-tavern-012,WI-TAVERN-012-hillsboro-brewing-company-qr.png,WI-TAVERN-012-hillsboro-brewing-company-poster.pdf,WI-TAVERN-012-hillsboro-brewing-company-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-012,hillsboro-brewing-company,wi-tavern-012,https://www.ourdeercamp.com/r/wi-tavern-012,Owners / General,High,https://www.hillsborobrewingcompany.com/news-calendar--contact-us.html,https://hillsborowi.com/tourism-stay-play-eat/,https://www.hillsborobrewingcompany.com/news-calendar--contact-us.html,https://hillsborowi.com/tourism-stay-play-eat/,2026-06-04,Enriched,Official site confirms email and owners; City listing confirms phone and Facebook page.,Verified
Ishnala Supper Club,WI,Lake Delton,Tavern / Supper Club,WI-TAVERN-013,https://www.ishnala.com/,https://www.facebook.com/IshnalaSupperClub/,https://m.me/IshnalaSupperClub,ishnalasupperclub@gmail.com,Poster / QR Outreach,,,(608) 253-1771,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR south-central public/private deer hunting activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR south-central public/private deer hunting activity | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Phone,WI,"Tavern / Supper Club,WI,WI-TAVERN-023,Deer Hunting Counties,QR Poster",6/4/2026,,,https://m.me/IshnalaSupperClub,Tavern/Supper Club Top 30 per State research workbook,ishnala supper club,name::ishnala supper club,ishnala supper club | lake delton | wi,1.0,Ishnala Supper Club,SUPPER CLUB PARTNER,Ishnala Supper Club,SUPPER CLUB PARTNER,WI-TAVERN-013,https://www.ourdeercamp.com/r/wi-tavern-013,WI-TAVERN-013-ishnala-supper-club-qr.png,WI-TAVERN-013-ishnala-supper-club-poster.pdf,WI-TAVERN-013-ishnala-supper-club-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-013,ishnala-supper-club,wi-tavern-013,https://www.ourdeercamp.com/r/wi-tavern-013,General / Contact Form,High,https://www.ishnala.com/contact-us,https://www.wisdells.com/wisconsin-dells-restaurants/Ishnala-Supper-Club,https://www.wisdells.com/wisconsin-dells-restaurants/Ishnala-Supper-Club,https://www.ishnala.com/contact-us,2026-06-04,Enriched,Official contact page confirms phone; Wisconsin Dells partner listing confirms email and Facebook.,Verified
Nordic Lanes,WI,Westby,Tavern / Supper Club,WI-TAVERN-014,https://nordiclaneswestby.wordpress.com/bowling-alley/,,,,Poster / QR Outreach,,,(608) 634-4000,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR Driftless/coulee deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR Driftless/coulee deer harvest corridor | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Phone,WI,"Tavern / Supper Club,WI,WI-TAVERN-014,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,nordic lanes,name::nordic lanes,nordic lanes | westby | wi,1.0,Nordic Lanes,TAVERN PARTNER,Nordic Lanes,TAVERN PARTNER,WI-TAVERN-014,https://www.ourdeercamp.com/r/wi-tavern-014,WI-TAVERN-014-nordic-lanes-qr.png,WI-TAVERN-014-nordic-lanes-poster.pdf,WI-TAVERN-014-nordic-lanes-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-014,nordic-lanes,wi-tavern-014,https://www.ourdeercamp.com/r/wi-tavern-014,General / Manager,High,https://nordiclaneswestby.wordpress.com/bowling-alley/,,,https://nordiclaneswestby.wordpress.com/bowling-alley/,2026-06-04,Partially Enriched,Nordic Lanes site/chamber listing confirms address and phone; email not found.,Verified
Old Towne Inn Supper Club,WI,Westby,Tavern / Supper Club,WI-TAVERN-015,https://oldtowneinnwestby.com/,,,,Poster / QR Outreach,,,(608) 634-3991,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR Driftless/coulee deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR Driftless/coulee deer harvest corridor | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach. Some public contact info populated from search results or known public site.",Year-round; strongest before archery and rifle opener,checked,Phone,WI,"Tavern / Supper Club,WI,WI-TAVERN-001,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,old towne inn supper club,domain::oldtowneinnwestby.com,old towne inn supper club | westby | wi,1.0,Old Towne Inn Supper Club,SUPPER CLUB PARTNER,Old Towne Inn Supper Club,SUPPER CLUB PARTNER,WI-TAVERN-015,https://www.ourdeercamp.com/r/wi-tavern-015,WI-TAVERN-015-old-towne-inn-supper-club-qr.png,WI-TAVERN-015-old-towne-inn-supper-club-poster.pdf,WI-TAVERN-015-old-towne-inn-supper-club-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-015,old-towne-inn-supper-club,wi-tavern-015,https://www.ourdeercamp.com/r/wi-tavern-015,General / Reservations,High,https://oldtowneinnwestby.com/,,,https://www.westbychamber.com/lets-eat,2026-06-04,Partially Enriched,Existing website retained; Westby Chamber listing confirms phone.,Verified
Pacifico Mexican Bar & Grill,WI,Viroqua,Tavern / Supper Club,WI-TAVERN-016,https://pacificobarandgrill.com/viroqua,https://www.facebook.com/PacificoViroqua/,https://m.me/PacificoViroqua,,Poster / QR Outreach,,,(608) 638-1330,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR Driftless/coulee deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR Driftless/coulee deer harvest corridor | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Facebook Messenger,WI,"Tavern / Supper Club,WI,WI-TAVERN-012,Deer Hunting Counties,QR Poster",6/4/2026,,,https://m.me/PacificoViroqua,Tavern/Supper Club Top 30 per State research workbook,pacifico mexican bar grill,name::pacifico mexican bar grill,pacifico mexican bar grill | viroqua | wi,1.0,Pacifico Mexican Bar & Grill,TAVERN PARTNER,Pacifico Mexican Bar & Grill,TAVERN PARTNER,WI-TAVERN-016,https://www.ourdeercamp.com/r/wi-tavern-016,WI-TAVERN-016-pacifico-mexican-bar-and-grill-qr.png,WI-TAVERN-016-pacifico-mexican-bar-and-grill-poster.pdf,WI-TAVERN-016-pacifico-mexican-bar-and-grill-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-016,pacifico-mexican-bar-and-grill,wi-tavern-016,https://www.ourdeercamp.com/r/wi-tavern-016,General / Manager,High,https://www.viroquachamber.com/explore/eat-drink/,https://www.facebook.com/PacificoViroqua/,,https://www.viroquachamber.com/explore/eat-drink/,2026-06-04,Enriched,Viroqua Chamber listing confirms website and phone; Facebook page found.,Verified
River Ratz Saloon,WI,Buffalo City,Tavern / Supper Club,WI-TAVERN-017,https://riverratz.biz/,https://www.facebook.com/RiverRatzSaloon/,https://m.me/RiverRatzSaloon,,Poster / QR Outreach,,,(608) 248-2337,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR western bluff-country deer activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR western bluff-country deer activity | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach. Some public contact info populated from search results or known public site.",Year-round; strongest before archery and rifle opener,checked,Phone,WI,"Tavern / Supper Club,WI,WI-TAVERN-003,Deer Hunting Counties,QR Poster",6/4/2026,,,https://m.me/RiverRatzSaloon,Tavern/Supper Club Top 30 per State research workbook,river ratz saloon,domain::riverratz.biz,river ratz saloon | buffalo city | wi,1.0,River Ratz Saloon,TAVERN PARTNER,River Ratz Saloon,TAVERN PARTNER,WI-TAVERN-017,https://www.ourdeercamp.com/r/wi-tavern-017,WI-TAVERN-017-river-ratz-saloon-qr.png,WI-TAVERN-017-river-ratz-saloon-poster.pdf,WI-TAVERN-017-river-ratz-saloon-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-017,river-ratz-saloon,wi-tavern-017,https://www.ourdeercamp.com/r/wi-tavern-017,General / Manager,High,https://riverratz.biz/,https://www.explorebuffalocounty.com/business-category/bar-grill/,,https://www.explorebuffalocounty.com/business-category/bar-grill/,2026-06-04,Partially Enriched,Existing website retained; Buffalo County directory confirms phone and website.,Verified
River Road Tavern,WI,Alma,Tavern / Supper Club,WI-TAVERN-018,,,,,Poster / QR Outreach,,,,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR western bluff-country deer activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR western bluff-country deer activity | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,In-person dropoff,WI,"Tavern / Supper Club,WI,WI-TAVERN-002,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,river road tavern,name::river road tavern,river road tavern | alma | wi,1.0,River Road Tavern,TAVERN PARTNER,River Road Tavern,TAVERN PARTNER,WI-TAVERN-018,https://www.ourdeercamp.com/r/wi-tavern-018,WI-TAVERN-018-river-road-tavern-qr.png,WI-TAVERN-018-river-road-tavern-poster.pdf,WI-TAVERN-018-river-road-tavern-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-018,river-road-tavern,wi-tavern-018,https://www.ourdeercamp.com/r/wi-tavern-018,General / Manager,Medium,https://explorealma.com/event/make-your-own-candle-bar/,,,,2026-06-04,Partially Enriched,"Explore Alma event page confirms River Road Tavern at 107 N Main St, Alma; phone/email not found in this pass.",Likely Match
Roger's Supper Club,WI,Mondovi,Tavern / Supper Club,WI-TAVERN-019,,,,,Poster / QR Outreach,,,,5,Needs Review,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR western bluff-country deer activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR western bluff-country deer activity | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,In-person dropoff,WI,"Tavern / Supper Club,WI,WI-TAVERN-007,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,roger s supper club,name::roger s supper club,roger s supper club | mondovi | wi,1.0,Roger's Supper Club,SUPPER CLUB PARTNER,Roger's Supper Club,SUPPER CLUB PARTNER,WI-TAVERN-019,https://www.ourdeercamp.com/r/wi-tavern-019,WI-TAVERN-019-roger-s-supper-club-qr.png,WI-TAVERN-019-roger-s-supper-club-poster.pdf,WI-TAVERN-019-roger-s-supper-club-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-019,roger-s-supper-club,wi-tavern-019,https://www.ourdeercamp.com/r/wi-tavern-019,General / Manager,Low,https://www.facebook.com/HiddenValleys/posts/fish-fry-look-ahead-thirsty-farmer-cobbgreat-food-awesome-atmosphere-convenientl/837488728181597/,,,,2026-06-04,Needs Review,"Search results mention Roger's Supper Club fish fry in Mondovi, but no reliable direct contact found. Verify current business status/contact.",Needs Review
Silvercryst Supper Club,WI,Wautoma,Tavern / Supper Club,WI-TAVERN-020,,https://www.facebook.com/p/Silvercryst-Supper-Club-Resort-100086483653163/,,,Poster / QR Outreach,,,(920) 647-1304,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: Wisconsin high deer hunting / rural outdoor recreation corridor; verify county ranking in source | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: Wisconsin high deer hunting / rural outdoor recreation corridor; verify county ranking in source | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Facebook Messenger,WI,"Tavern / Supper Club,WI,WI-TAVERN-021,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,silvercryst supper club,name::silvercryst supper club,silvercryst supper club | wautoma | wi,1.0,Silvercryst Supper Club,SUPPER CLUB PARTNER,Silvercryst Supper Club,SUPPER CLUB PARTNER,WI-TAVERN-020,https://www.ourdeercamp.com/r/wi-tavern-020,WI-TAVERN-020-silvercryst-supper-club-qr.png,WI-TAVERN-020-silvercryst-supper-club-poster.pdf,WI-TAVERN-020-silvercryst-supper-club-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-020,silvercryst-supper-club,wi-tavern-020,https://www.ourdeercamp.com/r/wi-tavern-020,General / Owner-Manager,Medium,,https://www.facebook.com/p/Silvercryst-Supper-Club-Resort-100086483653163/,,https://www.facebook.com/p/Silvercryst-Supper-Club-Resort-100086483653163/,2026-06-04,Partially Enriched,Facebook page found; post snippet says to call cell 920-647-1304. Verify before formal outreach.,Likely Match
Sloopy's Alma Mater,WI,Alma,Tavern / Supper Club,WI-TAVERN-021,,,,sloopyslax@gmail.com,Poster / QR Outreach,,,(608) 785-0245,5,Needs Review,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR western bluff-country deer activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR western bluff-country deer activity | Fit Reason: local bar/tavern format; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Email,WI,"Tavern / Supper Club,WI,WI-TAVERN-009,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,sloopy s alma mater,name::sloopy s alma mater,sloopy s alma mater | alma | wi,1.0,Sloopy's Alma Mater,TAVERN PARTNER,Sloopy's Alma Mater,TAVERN PARTNER,WI-TAVERN-021,https://www.ourdeercamp.com/r/wi-tavern-021,WI-TAVERN-021-sloopy-s-alma-mater-qr.png,WI-TAVERN-021-sloopy-s-alma-mater-poster.pdf,WI-TAVERN-021-sloopy-s-alma-mater-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-021,sloopy-s-alma-mater,wi-tavern-021,https://www.ourdeercamp.com/r/wi-tavern-021,General / Manager,Low,https://mindtrip.ai/restaurant/la-crosse-wisconsin/sloopys-alma-mater-tavern/re-V4stH7e8,,https://mindtrip.ai/restaurant/la-crosse-wisconsin/sloopys-alma-mater-tavern/re-V4stH7e8,https://mindtrip.ai/restaurant/la-crosse-wisconsin/sloopys-alma-mater-tavern/re-V4stH7e8,2026-06-04,Needs Review,"Potential match found for Sloopy's Alma Mater Tavern in La Crosse, not Alma. Verify city/business before outreach.",Needs Review
Sullivan's Supper Club,WI,Trempealeau,Tavern / Supper Club,WI-TAVERN-022,https://sullivanssupperclub.com/,https://www.facebook.com/p/Sullivans-Supper-Club-100045672945457/,,info@sullivanssupperclub.com,Poster / QR Outreach,,,(608) 534-7775,5,Ready for Outreach,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR western deer harvest corridor | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR western deer harvest corridor | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Email,WI,"Tavern / Supper Club,WI,WI-TAVERN-008,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,sullivan s supper club,name::sullivan s supper club,sullivan s supper club | trempealeau | wi,1.0,Sullivan's Supper Club,SUPPER CLUB PARTNER,Sullivan's Supper Club,SUPPER CLUB PARTNER,WI-TAVERN-022,https://www.ourdeercamp.com/r/wi-tavern-022,WI-TAVERN-022-sullivan-s-supper-club-qr.png,WI-TAVERN-022-sullivan-s-supper-club-poster.pdf,WI-TAVERN-022-sullivan-s-supper-club-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-022,sullivan-s-supper-club,wi-tavern-022,https://www.ourdeercamp.com/r/wi-tavern-022,General / Reservations,High,https://sullivanssupperclub.com/contact/,https://www.facebook.com/p/Sullivans-Supper-Club-100045672945457/,https://sullivanssupperclub.com/contact/,https://sullivanssupperclub.com/contact/,2026-06-04,Enriched,Official contact page confirms phone and email; Facebook page found.,Verified
The Barn Restaurant,WI,Prairie du Sac,Tavern / Supper Club,WI-TAVERN-023,https://www.thebarnrestaurantpdc.com/,,,,Poster / QR Outreach,,,(608) 326-4941,5,Needs Review,,,"Send founder intro + DeerCamp poster/QR; ask owner/manager about posting near bar, bulletin board, or rifle-opener/weekend traffic.",,Tavern Poster / QR Partner,0,checked,DeerCamp Tavern/Supper Club prospect research,Tier 1,,Warm fit,"County Deer Indicator: 2025 WI DNR south-central public/private deer hunting activity | County Source: https://dnr.wisconsin.gov/topic/WildlifeHabitat/harvest/deerharvest | County Selection: 2025 WI DNR south-central public/private deer hunting activity | Fit Reason: supper-club style gathering place; located in or near a prioritized deer-hunting county; good fit for poster/QR handoff and founder-intro outreach | Original Notes: Expanded prospect list; verify current ownership, best contact, and DeerCamp hunting-culture cues before outreach.",Year-round; strongest before archery and rifle opener,checked,Phone,WI,"Tavern / Supper Club,WI,WI-TAVERN-024,Deer Hunting Counties,QR Poster",6/4/2026,,,,Tavern/Supper Club Top 30 per State research workbook,the barn restaurant,name::the barn restaurant,the barn restaurant | prairie du sac | wi,1.0,The Barn Restaurant,RESTAURANT PARTNER,The Barn Restaurant,RESTAURANT PARTNER,WI-TAVERN-023,https://www.ourdeercamp.com/r/wi-tavern-023,WI-TAVERN-023-the-barn-restaurant-qr.png,WI-TAVERN-023-the-barn-restaurant-poster.pdf,WI-TAVERN-023-the-barn-restaurant-facebook.jpg,wi-tavern,qr-poster,wi-tavern-partners,WI-TAVERN-023,the-barn-restaurant,wi-tavern-023,https://www.ourdeercamp.com/r/wi-tavern-023,General / Reservations,Medium,https://www.thebarnrestaurantpdc.com/,,,https://www.thebarnrestaurantpdc.com/,2026-06-04,Needs Review,"Source matches The Barn Restaurant in Prairie du Chien, not Prairie du Sac. Verify intended prospect/city before outreach.",Needs Review
